2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
 4.78277229e+05 8.05679568e+04], 计算结果: 201.10392176491675
2025-09-25 15:48:57,271 - 输入参数: [9.71892717e+04 8.90935511e+02 8.73340738e-01 1.72168359e-01
 3.45176903e+05 7.66202544e+04], 计算结果: 194.96835457342348
2025-09-25 15:49:01,258 - 输入参数: [6.75878075e+04 7.74117351e+02 3.09848646e-01 2.12689383e-01
 2.79472819e+05 7.17150906e+04], 计算结果: 220.30827249102694
2025-09-25 15:49:05,987 - 输入参数: [1.00000000e+05 4.83844712e+02 7.08628626e-01 1.91147240e-01
 3.71410746e+05 8.83359292e+04], 计算结果: 201.15504775245233
2025-09-25 15:49:11,027 - 输入参数: [1.00000000e+05 8.37283379e+02 6.30042461e-01 2.11499365e-01
 4.02301199e+05 9.91039831e+04], 计算结果: 215.2556652704964
2025-09-25 15:49:16,444 - 输入参数: [7.79550583e+04 4.29406057e+02 6.87627961e-01 2.65109241e-01
 5.29666580e+05 1.03902003e+05], 计算结果: 258.76028202663684
2025-09-25 15:49:20,578 - 输入参数: [1.00000000e+05 7.39716448e+02 6.73067734e-01 1.55061782e-01
 3.05677792e+05 7.09487351e+04], 计算结果: 226.7291550692514
2025-09-25 15:49:24,731 - 输入参数: [9.43204372e+04 8.89612169e+02 7.84297833e-01 1.68588892e-01
 4.08415770e+05 6.96132932e+04], 计算结果: 219.30109109802262
2025-09-25 15:49:29,869 - 输入参数: [9.34298514e+04 6.78073489e+02 4.64176609e-01 2.62816477e-01
 3.24102878e+05 1.05915633e+05], 计算结果: 227.40296681912073
2025-09-25 15:49:34,909 - 输入参数: [1.00000000e+05 6.48408201e+02 6.88379244e-01 2.26659470e-01
 5.08463565e+05 9.71348017e+04], 计算结果: 219.38842340931456
2025-09-25 15:49:39,631 - 输入参数: [8.46343942e+04 7.01720354e+02 5.68429299e-01 1.56592701e-01
 4.30563259e+05 8.96590995e+04], 计算结果: 213.00129913299588
2025-09-25 15:49:43,816 - 输入参数: [6.15702508e+04 5.73719639e+02 7.29950927e-01 2.59560153e-01
 3.16787883e+05 5.17226485e+04], 计算结果: 349.37854520875425
2025-09-25 15:49:48,333 - 输入参数: [1.00000000e+05 8.47958345e+02 6.93578492e-01 1.71831910e-01
 2.73072854e+05 8.97221510e+04], 计算结果: 200.8743527719779
2025-09-25 15:49:52,453 - 输入参数: [6.18266606e+04 5.75839962e+02 6.98691676e-01 3.26609570e-01
 3.90653340e+05 5.58534093e+04], 计算结果: 295.48157004831955
2025-09-25 15:49:56,542 - 输入参数: [8.56191248e+04 7.42588680e+02 8.85071137e-01 1.37501540e-01
 3.42505769e+05 7.45611459e+04], 计算结果: 200.06954257959006
2025-09-25 15:50:00,543 - 输入参数: [6.07277789e+04 5.03189730e+02 7.34796817e-01 3.19058154e-01
 3.49353804e+05 6.55446995e+04], 计算结果: 237.30471316165242
2025-09-25 15:50:05,548 - 输入参数: [1.00000000e+05 6.19678724e+02 9.24954942e-01 2.01914053e-01
 4.18234344e+05 1.02955767e+05], 计算结果: 223.90405721114712
2025-09-25 15:50:10,354 - 输入参数: [1.00000000e+05 6.26065931e+02 6.31965487e-01 1.77454638e-01
 2.94606169e+05 9.74484863e+04], 计算结果: 212.42595041256638
2025-09-25 15:50:14,482 - 输入参数: [1.00000000e+05 7.50580748e+02 5.05687338e-01 1.81751633e-01
 4.94090320e+05 6.23641514e+04], 计算结果: 256.3571067585546
2025-09-25 15:50:19,656 - 输入参数: [8.06941363e+04 8.34572165e+02 9.89926923e-01 1.98061427e-01
 3.68449914e+05 1.03134838e+05], 计算结果: 229.97205780586054
2025-09-25 15:50:23,774 - 输入参数: [1.00000000e+05 5.58076011e+02 7.57236860e-01 2.18430602e-01
 2.72547675e+05 7.95344166e+04], 计算结果: 194.9937412423254
2025-09-25 15:50:27,870 - 输入参数: [9.11764772e+04 2.88810540e+02 7.66414809e-01 2.66449360e-01
 2.24011223e+05 7.90847015e+04], 计算结果: 199.64443004410106
2025-09-25 15:50:32,012 - 输入参数: [1.00000000e+05 7.14980408e+02 8.73969162e-01 2.13650466e-01
 3.00217262e+05 7.01219748e+04], 计算结果: 232.47975698340232
2025-09-25 15:50:36,826 - 输入参数: [1.00000000e+05 8.29885486e+02 5.72306903e-01 1.68203820e-01
 3.43916089e+05 9.49413531e+04], 计算结果: 207.6510468813376
2025-09-25 15:50:41,496 - 输入参数: [8.11954872e+04 9.96413506e+02 1.08158410e+00 2.39106303e-01
 3.06892049e+05 9.18781528e+04], 计算结果: 206.97131755212075
2025-09-25 15:50:46,293 - 输入参数: [1.00000000e+05 4.00419887e+02 8.99412374e-01 1.71378125e-01
 2.89618251e+05 9.46712157e+04], 计算结果: 210.0337360340385
2025-09-25 15:50:50,959 - 输入参数: [6.91155663e+04 6.12666268e+02 5.81000681e-01 2.10843585e-01
 4.51717676e+05 8.97271379e+04], 计算结果: 237.99863782821586
2025-09-25 15:50:55,073 - 输入参数: [1.00000000e+05 1.05045340e+03 7.39746735e-01 2.68702032e-01
 4.56097563e+05 7.34958630e+04], 计算结果: 198.41075888794217
2025-09-25 15:50:59,282 - 输入参数: [1.00000000e+05 7.90214858e+02 4.13936303e-01 1.50036208e-01
 5.23051328e+05 7.44882999e+04], 计算结果: 196.28243849010434
2025-09-25 15:51:03,260 - 输入参数: [1.00000000e+05 1.14656727e+02 7.89757506e-01 1.93273047e-01
 4.01697116e+05 6.82055857e+04], 计算结果: 224.8788434108883
2025-09-25 15:51:07,383 - 输入参数: [7.45916786e+04 3.81160457e+02 9.93585005e-01 2.69567420e-01
 3.01727983e+05 5.91031051e+04], 计算结果: 298.1495936275386
2025-09-25 15:51:11,465 - 输入参数: [5.87142575e+04 8.03736742e+02 8.22390506e-01 2.11143165e-01
 2.87448977e+05 7.79891839e+04], 计算结果: 214.3404706369753
2025-09-25 15:51:15,759 - 输入参数: [1.00000000e+05 8.64995230e+02 8.14580529e-01 1.64836743e-01
 2.86841265e+05 7.90454810e+04], 计算结果: 195.41150621830548
2025-09-25 15:51:19,820 - 输入参数: [1.00000000e+05 8.66964965e+02 1.01929266e+00 1.97018929e-01
 2.73148742e+05 7.06194979e+04], 计算结果: 235.0756173515689
2025-09-25 15:51:24,473 - 输入参数: [1.00000000e+05 2.79432073e+02 5.60662205e-01 1.74100260e-01
 4.22601243e+05 8.86606774e+04], 计算结果: 205.4793254154342
2025-09-25 15:51:28,562 - 输入参数: [6.83232176e+04 6.68834137e+02 7.66059760e-01 2.17290894e-01
 3.04824432e+05 7.79628340e+04], 计算结果: 204.06140737525297
2025-09-25 15:51:32,910 - 输入参数: [1.00000000e+05 5.29438348e+02 8.25513065e-01 1.76475438e-01
 3.36931885e+05 8.15847823e+04], 计算结果: 192.99062501321762
2025-09-25 15:51:37,577 - 输入参数: [9.27618545e+04 6.29289833e+02 6.62073461e-01 2.40140511e-01
 3.62290421e+05 9.17763292e+04], 计算结果: 207.0889383169112
2025-09-25 15:51:42,404 - 输入参数: [1.00000000e+05 7.16967876e+02 7.07515249e-01 2.51403609e-01
 3.82869032e+05 9.30649527e+04], 计算结果: 206.63250967244943
2025-09-25 15:51:46,881 - 输入参数: [8.96181735e+04 1.03454669e+03 9.39867450e-01 2.98366266e-01
 3.57254865e+05 8.51134310e+04], 计算结果: 197.16976465824888
2025-09-25 15:51:50,854 - 输入参数: [6.32392265e+04 7.84588422e+02 7.87243954e-01 2.51588001e-01
 3.70276177e+05 6.92931952e+04], 计算结果: 220.24024806819278
2025-09-25 15:51:55,688 - 输入参数: [1.00000000e+05 8.48207967e+02 8.76456191e-01 1.15049881e-01
 3.25770580e+05 9.58945000e+04], 计算结果: 208.5398688227799
2025-09-25 15:51:59,966 - 输入参数: [1.00000000e+05 6.14743940e+02 7.43110868e-01 1.71355021e-01
 4.48248973e+05 7.69201132e+04], 计算结果: 192.26446542558358
2025-09-25 15:52:04,082 - 输入参数: [8.11590719e+04 6.40008106e+02 9.37569705e-01 1.79777088e-01
 3.00366034e+05 7.79362054e+04], 计算结果: 196.08187209273308
2025-09-25 15:52:08,876 - 输入参数: [8.78728434e+04 6.48308786e+02 7.94360725e-01 1.87206517e-01
 3.13411439e+05 9.96338301e+04], 计算结果: 218.95672905384097
2025-09-25 15:52:13,193 - 输入参数: [1.00000000e+05 2.98340374e+02 8.45112492e-01 2.00718408e-01
 3.80359513e+05 7.79265750e+04], 计算结果: 192.31235642972678
2025-09-25 15:52:17,633 - 输入参数: [9.91593428e+04 9.72461919e+02 7.04105114e-01 2.20473245e-01
 3.93780613e+05 5.53070351e+04], 计算结果: 332.41777658718
2025-09-25 15:52:22,880 - 输入参数: [1.00000000e+05 1.72005145e+02 8.43249046e-01 1.51900510e-01
 3.50547494e+05 1.03722819e+05], 计算结果: 228.0776295211187
2025-09-25 15:52:27,673 - 输入参数: [1.00000000e+05 3.00684974e+02 8.77131388e-01 1.28039656e-01
 2.90496636e+05 9.78374803e+04], 计算结果: 215.80938871944605
2025-09-25 15:52:32,313 - 输入参数: [7.94136037e+04 3.86433493e+02 9.48426905e-01 2.51935441e-01
 4.27138204e+05 8.53994797e+04], 计算结果: 216.0825427974819
2025-09-25 15:52:36,722 - 输入参数: [8.22206600e+04 4.76712182e+02 7.06721094e-01 1.40943969e-01
 4.46375313e+05 7.78067875e+04], 计算结果: 203.54947461616044
2025-09-25 15:52:40,848 - 输入参数: [1.00000000e+05 2.94648188e+02 7.86252530e-01 1.37809726e-01
 3.83205768e+05 6.86655103e+04], 计算结果: 225.6530973769898
2025-09-25 15:52:45,550 - 输入参数: [1.00000000e+05 4.54623223e+02 1.23837996e+00 2.12719096e-01
 2.38353907e+05 5.29276212e+04], 计算结果: 399.50999818482063
2025-09-25 15:52:50,517 - 输入参数: [1.00000000e+05 5.21712240e+02 6.00796755e-01 1.95523624e-01
 3.60513490e+05 9.50982444e+04], 计算结果: 210.42918108434094
2025-09-25 15:52:54,702 - 输入参数: [1.00000000e+05 5.10467867e+02 6.80615316e-01 1.97721611e-01
 4.29435826e+05 7.67995033e+04], 计算结果: 192.3813472562275
2025-09-25 15:52:58,856 - 输入参数: [8.02624990e+04 5.28353367e+02 1.05948118e+00 2.13026234e-01
 4.06231454e+05 7.92808898e+04], 计算结果: 203.38130062857655
2025-09-25 15:53:03,270 - 输入参数: [9.97406036e+04 5.18308392e+02 8.45914698e-01 2.12930653e-01
 3.60941125e+05 5.66535501e+04], 计算结果: 321.24784902777606
2025-09-25 15:53:07,336 - 输入参数: [5.97501637e+04 6.93536843e+02 8.36458483e-01 7.60918442e-02
 3.81022784e+05 5.94380024e+04], 计算结果: 269.6653917451159
2025-09-25 15:53:11,966 - 输入参数: [1.00000000e+05 3.78791150e+02 7.55906513e-01 2.12911516e-01
 3.16630987e+05 9.15557248e+04], 计算结果: 205.33439849133663
2025-09-25 15:53:16,757 - 输入参数: [1.00000000e+05 3.18520219e+02 8.09683087e-01 1.17735810e-01
 3.93035372e+05 9.18547583e+04], 计算结果: 208.12178909864798
2025-09-25 15:53:21,216 - 输入参数: [9.73076190e+04 5.42669030e+02 1.07832564e+00 2.02621524e-01
 3.09593592e+05 5.38845019e+04], 计算结果: 362.94102532455815
2025-09-25 15:53:25,438 - 输入参数: [1.00000000e+05 5.61673195e+02 5.74963260e-01 1.30945858e-01
 4.31402056e+05 7.40652040e+04], 计算结果: 194.8774674942427
2025-09-25 15:53:29,774 - 输入参数: [7.47912008e+04 4.69908529e+02 5.64150540e-01 1.61877441e-01
 4.96244504e+05 5.34427685e+04], 计算结果: 313.4613832779173
2025-09-25 15:53:34,205 - 输入参数: [1.00000000e+05 3.90291163e+02 7.52983660e-01 2.13694409e-01
 4.45820518e+05 8.53988089e+04], 计算结果: 201.08003851074633
2025-09-25 15:53:39,339 - 输入参数: [5.13970815e+04 3.66537534e+02 7.11552670e-01 1.38428101e-01
 4.27169525e+05 1.04773873e+05], 计算结果: 347.1011549621438
2025-09-25 15:53:43,501 - 输入参数: [1.00000000e+05 5.33474942e+02 6.92890954e-01 2.25010745e-01
 2.66279681e+05 6.57544279e+04], 计算结果: 265.6872821663466
2025-09-25 15:53:47,567 - 输入参数: [1.00000000e+05 3.99726493e+02 8.77083187e-01 2.19077764e-01
 2.99228956e+05 7.32281958e+04], 计算结果: 213.72772019268558
2025-09-25 15:53:51,699 - 输入参数: [1.00000000e+05 5.54877352e+02 9.32278585e-01 1.94613520e-01
 4.88250812e+05 6.73163142e+04], 计算结果: 223.78333713884416
2025-09-25 15:53:55,827 - 输入参数: [1.00000000e+05 5.19583373e+02 8.22401211e-01 1.57099864e-01
 4.45677214e+05 7.31516538e+04], 计算结果: 196.8568600751688
2025-09-25 15:53:59,806 - 输入参数: [8.90738219e+04 3.12560321e+02 8.38359993e-01 2.63777414e-01
 4.29532747e+05 6.79050402e+04], 计算结果: 221.6545077278853
2025-09-25 15:54:03,781 - 输入参数: [8.75949358e+04 4.85130729e+02 9.02626578e-01 1.19957771e-01
 2.68799710e+05 7.05023101e+04], 计算结果: 232.28441717352547
2025-09-25 15:54:08,118 - 输入参数: [9.59645345e+04 5.27764274e+02 9.43790879e-01 1.87747466e-01
 3.86219221e+05 8.46257845e+04], 计算结果: 198.1416577035957
2025-09-25 15:54:13,256 - 输入参数: [7.48345135e+04 4.24557797e+02 8.20503552e-01 1.39150124e-01
 3.69689432e+05 1.02448108e+05], 计算结果: 243.3084801976646
2025-09-25 15:54:17,925 - 输入参数: [1.00000000e+05 5.88925891e+02 6.96813015e-01 1.68829633e-01
 3.44793380e+05 9.30348164e+04], 计算结果: 206.4433917095485
2025-09-25 15:54:23,108 - 输入参数: [1.00000000e+05 4.27607645e+02 8.02184897e-01 1.86793777e-01
 3.20938924e+05 3.90374622e+04], 计算结果: 622.6130969878881
2025-09-25 15:54:27,508 - 输入参数: [1.00000000e+05 7.31361534e+02 6.19847794e-01 1.43907343e-01
 2.35079218e+05 5.92902214e+04], 计算结果: 330.36163233966505
2025-09-25 15:54:32,294 - 输入参数: [6.48014732e+04 3.50065105e+02 7.57124711e-01 2.30866776e-01
 4.35235624e+05 9.44708217e+04], 计算结果: 261.726084924032
2025-09-25 15:54:36,700 - 输入参数: [8.81648177e+04 1.83799337e+02 6.72393954e-01 1.89018271e-01
 3.96791489e+05 7.97993119e+04], 计算结果: 200.1915242889104
2025-09-25 15:54:41,436 - 输入参数: [1.00000000e+05 5.58607451e+02 6.53213011e-01 2.19113005e-01
 2.95945447e+05 9.52355769e+04], 计算结果: 209.74600159854154
2025-09-25 15:54:45,483 - 输入参数: [8.57196233e+04 5.55817637e+02 1.10924920e+00 2.04447614e-01
 2.98301387e+05 6.93107649e+04], 计算结果: 233.5534687801154
2025-09-25 15:54:50,415 - 输入参数: [1.00000000e+05 4.93278961e+02 9.03593138e-01 2.19485892e-01
 3.50179938e+05 1.03753127e+05], 计算结果: 224.66339571416574
2025-09-25 15:54:54,475 - 输入参数: [1.00000000e+05 6.22444986e+02 7.93533636e-01 1.82447076e-01
 3.19651876e+05 7.66214360e+04], 计算结果: 196.84518960816257
2025-09-25 15:55:00,023 - 输入参数: [1.00000000e+05 8.40177033e+02 8.75233824e-01 2.17213176e-01
 3.71761169e+05 1.13095881e+05], 计算结果: 237.17608966277567
2025-09-25 15:55:05,075 - 输入参数: [1.00000000e+05 5.89954432e+02 5.99906522e-01 2.22799234e-01
 3.41948615e+05 1.03478216e+05], 计算结果: 222.93721499828013
2025-09-25 15:55:10,059 - 输入参数: [1.00000000e+05 5.35561873e+02 6.56166075e-01 1.88192744e-01
 2.78831073e+05 1.00760149e+05], 计算结果: 218.76910062135292
2025-09-25 15:55:14,214 - 输入参数: [1.00000000e+05 4.33167210e+02 6.30812347e-01 2.05279344e-01
 4.35389479e+05 7.56927879e+04], 计算结果: 192.89232640346
2025-09-25 15:55:19,151 - 输入参数: [9.31987796e+04 3.44083947e+02 1.32865880e+00 1.69796310e-01
 2.87814586e+05 1.02705712e+05], 计算结果: 225.3415619559781
2025-09-25 15:55:23,946 - 输入参数: [9.10562063e+04 5.22802700e+02 8.00232129e-01 2.46525052e-01
 4.56181774e+05 4.66144864e+04], 计算结果: 413.93130247989563
2025-09-25 15:55:28,141 - 输入参数: [1.00000000e+05 3.65206769e+02 8.87744770e-01 9.15685949e-02
 4.71729649e+05 7.86273889e+04], 计算结果: 194.87081876897463
2025-09-25 15:55:32,215 - 输入参数: [1.00000000e+05 1.50110794e+02 8.08598405e-01 1.73236650e-01
 3.24299876e+05 6.73027171e+04], 计算结果: 241.0683088815036
2025-09-25 15:55:37,458 - 输入参数: [6.29352731e+04 5.10329595e+02 3.19038286e-01 1.50618017e-01
 4.04812009e+05 1.02499613e+05], 计算结果: 272.8675530719625
2025-09-25 15:55:41,709 - 输入参数: [9.69312740e+04 4.11194992e+02 8.68080452e-01 1.66338743e-01
 3.09697193e+05 5.93941303e+04], 计算结果: 305.0630747664563
2025-09-25 15:55:45,857 - 输入参数: [7.01735144e+04 6.06923531e+02 8.08815718e-01 2.54172941e-01
 3.07822691e+05 8.12266130e+04], 计算结果: 206.43800792017106
2025-09-25 15:55:49,939 - 输入参数: [1.00000000e+05 4.61481930e+02 9.44928487e-01 2.39965337e-01
 3.16621821e+05 6.07111403e+04], 计算结果: 293.6178244217361
2025-09-25 15:55:54,766 - 输入参数: [9.36644660e+04 3.78658681e+02 8.06413641e-01 1.23562887e-01
 4.08422324e+05 9.22249478e+04], 计算结果: 212.218146555963
2025-09-25 15:55:58,821 - 输入参数: [9.08907146e+04 5.98287451e+02 8.08720206e-01 2.01427265e-01
 2.97197014e+05 6.38062214e+04], 计算结果: 271.72415185742204
2025-09-25 15:56:04,136 - 输入参数: [1.00000000e+05 8.86284995e+02 6.21276897e-01 1.35337168e-01
 4.84260095e+05 1.07432398e+05], 计算结果: 231.2516354002438
2025-09-25 15:56:08,455 - 输入参数: [1.00000000e+05 2.72493063e+02 8.50573955e-01 1.66123024e-01
 2.98422526e+05 8.29213273e+04], 计算结果: 195.28567662357807
2025-09-25 15:56:12,551 - 输入参数: [1.00000000e+05 4.32152599e+02 4.70275255e-01 1.35926902e-01
 3.78693757e+05 7.42108745e+04], 计算结果: 198.95717290157646
2025-09-25 15:56:16,676 - 输入参数: [8.38904882e+04 4.68502518e+02 8.33427244e-01 1.71332057e-01
 4.14022950e+05 7.30349565e+04], 计算结果: 199.83520802574122
2025-09-25 15:56:21,081 - 输入参数: [7.31636461e+04 4.32347090e+02 6.59774009e-01 1.41143788e-01
 4.38494203e+05 8.23096289e+04], 计算结果: 220.80988927861438
2025-09-25 15:56:25,268 - 输入参数: [7.25464228e+04 3.86816721e+02 7.57984050e-01 2.43872596e-01
 4.39895122e+05 7.44313874e+04], 计算结果: 213.99145917957486
2025-09-25 15:56:29,659 - 输入参数: [8.92546663e+04 5.64644421e+02 4.02375587e-01 1.87582845e-01
 3.27382670e+05 8.85944020e+04], 计算结果: 202.85173269297087
2025-09-25 15:56:34,204 - 输入参数: [9.39084978e+04 3.99534884e+02 7.50384498e-01 2.09062060e-01
 4.05007850e+05 8.80455335e+04], 计算结果: 205.4910683541909
2025-09-25 15:56:38,497 - 输入参数: [9.09227265e+04 4.61378854e+02 5.73623528e-01 2.04839525e-01
 4.58698865e+05 7.47778897e+04], 计算结果: 196.82800300409536
2025-09-25 15:56:42,442 - 输入参数: [6.48320180e+04 3.64973462e+02 6.69126677e-01 2.19906080e-01
 4.32566029e+05 7.13487649e+04], 计算结果: 226.0463201571073
2025-09-25 15:56:47,191 - 输入参数: [1.00000000e+05 3.74974250e+02 7.59615271e-01 1.07073818e-01
 3.84594174e+05 9.06276039e+04], 计算结果: 205.4757412572888
2025-09-25 15:56:51,630 - 输入参数: [7.69056414e+04 3.16041826e+02 7.78356843e-01 2.08672348e-01
 5.02042080e+05 8.43792799e+04], 计算结果: 226.7616847345774
2025-09-25 15:56:56,289 - 输入参数: [9.66128573e+04 3.66086879e+02 5.54940733e-01 1.44824946e-01
 3.68950204e+05 9.25781486e+04], 计算结果: 209.0873100892516
2025-09-25 15:57:00,275 - 输入参数: [9.48811592e+04 3.52510034e+02 6.88221464e-01 1.31172106e-01
 3.46940162e+05 6.64469608e+04], 计算结果: 242.9848253432217
2025-09-25 15:57:04,387 - 输入参数: [1.00000000e+05 4.10600264e+02 5.85850013e-01 1.59346207e-01
 3.41495385e+05 6.58958602e+04], 计算结果: 248.92007728736215
2025-09-25 15:57:09,147 - 输入参数: [9.79764662e+04 3.70728010e+02 5.58903804e-01 1.06684790e-01
 3.31195772e+05 9.32800158e+04], 计算结果: 208.49697521147053
2025-09-25 15:57:14,283 - 输入参数: [1.00000000e+05 4.95803382e+02 6.95788225e-01 1.98145008e-01
 5.12056339e+05 1.02102696e+05], 计算结果: 228.91451397264052
2025-09-25 15:57:19,623 - 输入参数: [1.00000000e+05 4.39354144e+02 7.68565694e-01 7.21545566e-02
 4.08403965e+05 3.67675671e+04], 计算结果: 641.7007882387336
2025-09-25 15:57:23,758 - 输入参数: [8.05145314e+04 4.19278075e+02 4.89393734e-01 1.19537812e-01
 5.10933478e+05 7.11963039e+04], 计算结果: 211.93581050715673
2025-09-25 15:57:28,269 - 输入参数: [9.18878262e+04 4.02700594e+02 5.81700236e-01 1.60374315e-01
 4.05649244e+05 8.49982837e+04], 计算结果: 202.6985240894412
2025-09-25 15:57:32,567 - 输入参数: [8.90832912e+04 4.69994303e+02 8.97213997e-01 2.06746131e-01
 3.81831763e+05 5.52406719e+04], 计算结果: 323.5506773890577
2025-09-25 15:57:36,769 - 输入参数: [8.85756462e+04 2.65765334e+02 1.01902847e+00 1.73697854e-01
 4.94292788e+05 7.69729440e+04], 计算结果: 202.90732751945717
2025-09-25 15:57:41,096 - 输入参数: [1.00000000e+05 6.19672600e+02 7.07145627e-01 1.87010687e-01
 6.24815606e+05 7.52449020e+04], 计算结果: 201.67192091304673
2025-09-25 15:57:45,479 - 输入参数: [6.65060864e+04 4.24180553e+02 7.59554521e-01 1.88921313e-01
 4.75843606e+05 7.53555700e+04], 计算结果: 231.99762688741941
2025-09-25 15:57:49,804 - 输入参数: [1.00000000e+05 4.20172541e+02 8.78738596e-01 1.91042138e-01
 3.94779466e+05 5.91290994e+04], 计算结果: 291.5936851907437
2025-09-25 15:57:53,989 - 输入参数: [1.00000000e+05 5.77616275e+02 7.11916203e-01 1.35478994e-01
 4.09307092e+05 7.79141860e+04], 计算结果: 191.7756842320432
2025-09-25 15:57:59,420 - 输入参数: [9.11465422e+04 5.49602412e+02 5.89406348e-01 1.13318201e-01
 4.60286586e+05 1.13797805e+05], 计算结果: 249.69258357072547
2025-09-25 15:58:03,584 - 输入参数: [1.00000000e+05 3.44996567e+02 7.82280309e-01 1.70831272e-01
 3.48590828e+05 7.27545120e+04], 计算结果: 208.728480378283
2025-09-25 15:58:08,012 - 输入参数: [1.00000000e+05 4.07985967e+02 7.07254499e-01 2.22819604e-01
 5.04684700e+05 5.50076739e+04], 计算结果: 313.1149693675379
2025-09-25 15:58:12,691 - 输入参数: [1.00000000e+05 3.23113123e+02 6.74570660e-01 1.35447691e-01
 4.80131333e+05 8.77445919e+04], 计算结果: 206.58337454605794
2025-09-25 15:58:16,772 - 输入参数: [1.00000000e+05 3.52919205e+02 1.04690864e+00 1.55091222e-01
 3.79783303e+05 6.83037247e+04], 计算结果: 228.45787661163027
2025-09-25 15:58:21,207 - 输入参数: [8.44866079e+04 1.85908157e+02 7.43280351e-01 1.89667312e-01
 5.10100962e+05 8.44324854e+04], 计算结果: 218.87454648585532
2025-09-25 15:58:25,817 - 输入参数: [1.00000000e+05 4.54430724e+02 7.79546422e-01 1.80209936e-01
 5.71200129e+05 4.92890308e+04], 计算结果: 370.36431874299745
2025-09-25 15:58:30,214 - 输入参数: [1.00000000e+05 3.85222856e+02 7.87310606e-01 2.02346337e-01
 4.76273663e+05 5.38398678e+04], 计算结果: 327.305955840825
2025-09-25 15:58:34,607 - 输入参数: [1.00000000e+05 3.76416903e+02 8.82028854e-01 1.11946469e-01
 3.94425463e+05 8.22054982e+04], 计算结果: 195.1443032450071
2025-09-25 15:58:39,150 - 输入参数: [9.30401489e+04 3.62650258e+02 5.46466196e-01 1.19471499e-01
 4.61109411e+05 8.63871517e+04], 计算结果: 207.29684997421316
2025-09-25 15:58:43,520 - 输入参数: [1.00000000e+05 5.11497967e+02 7.52874531e-01 1.00658758e-01
 5.66034751e+05 5.60996270e+04], 计算结果: 298.63669459347904
2025-09-25 15:58:48,222 - 输入参数: [1.00000000e+05 5.25225114e+02 7.54355876e-01 1.50138972e-01
 3.74481136e+05 9.17350282e+04], 计算结果: 205.64970917341765
2025-09-25 15:58:53,291 - 输入参数: [1.00000000e+05 4.99778101e+02 6.29803592e-01 1.23411861e-01
 5.01866039e+05 9.88583176e+04], 计算结果: 222.8651321634245
2025-09-25 15:58:57,332 - 输入参数: [1.00000000e+05 5.12304377e+02 1.01464886e+00 1.80925676e-01
 4.52882898e+05 7.18809630e+04], 计算结果: 202.38922133080246
2025-09-25 15:59:02,091 - 输入参数: [1.00000000e+05 3.49575935e+02 6.63907070e-01 1.93953505e-01
 3.70461646e+05 9.06468985e+04], 计算结果: 205.3543143840364
2025-09-25 15:59:06,815 - 输入参数: [9.62406015e+04 5.77666465e+02 8.55526073e-01 1.22060349e-01
 4.94986448e+05 8.61816168e+04], 计算结果: 205.39828851615502
2025-09-25 15:59:10,971 - 输入参数: [9.99643880e+04 4.59668619e+02 8.62798921e-01 9.72311325e-02
 3.62686338e+05 7.64921452e+04], 计算结果: 193.05138170396853
2025-09-25 15:59:15,491 - 输入参数: [1.00000000e+05 1.85307582e+02 7.90373653e-01 2.02439848e-01
 5.63123217e+05 8.35712187e+04], 计算结果: 207.2852966594306
2025-09-25 15:59:19,916 - 输入参数: [7.44811536e+04 4.97603390e+02 7.51545529e-01 7.36027362e-02
 4.92960649e+05 7.86907043e+04], 计算结果: 219.6360692720452
2025-09-25 15:59:24,122 - 输入参数: [9.99364852e+04 3.06522720e+02 6.06259967e-01 2.04936895e-01
 5.36664658e+05 7.61400267e+04], 计算结果: 197.25029872116895
2025-09-25 15:59:28,227 - 输入参数: [8.71843530e+04 3.88362578e+02 4.42312002e-01 1.86806185e-01
 3.35773435e+05 6.61688434e+04], 计算结果: 244.16183550833546
2025-09-25 15:59:32,607 - 输入参数: [8.75417545e+04 3.60548339e+02 6.11681302e-01 1.56886280e-01
 5.62080570e+05 8.39063306e+04], 计算结果: 216.83429787172193
2025-09-25 15:59:36,998 - 输入参数: [1.00000000e+05 3.05299327e+02 5.39791268e-01 2.01763617e-01
 4.44415780e+05 7.90442697e+04], 计算结果: 194.54649114954327
2025-09-25 15:59:41,105 - 输入参数: [1.00000000e+05 2.59354439e+02 5.96295291e-01 1.34158713e-01
 4.53397190e+05 7.31985632e+04], 计算结果: 196.035866667047
2025-09-25 15:59:46,314 - 输入参数: [8.14272383e+04 7.69248400e+02 6.01299925e-01 1.68043392e-01
 5.21752860e+05 1.06445305e+05], 计算结果: 250.09801838927893
2025-09-25 15:59:51,063 - 输入参数: [1.00000000e+05 4.83846586e+02 8.14045308e-01 1.65602733e-01
 2.47725013e+05 9.24057414e+04], 计算结果: 206.59910219701982
2025-09-25 15:59:55,165 - 输入参数: [1.00000000e+05 4.31918858e+02 4.18674351e-01 1.77576613e-01
 4.09547121e+05 6.62442532e+04], 计算结果: 237.44132477001958
2025-09-25 15:59:59,327 - 输入参数: [1.00000000e+05 3.67641589e+02 5.83105420e-01 1.42340670e-01
 3.17784683e+05 7.30236636e+04], 计算结果: 211.48250286789818
2025-09-25 16:00:03,562 - 输入参数: [1.00000000e+05 3.01553681e+02 8.30180339e-01 1.13925571e-01
