2025-09-12 14:34:10,755 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-12 15:56:50,235 - 输入参数: [100000.              0.              0.              0.
 245506.50091153  82156.83253651], 计算结果: 196.80247941492613
2025-09-12 15:56:54,368 - 输入参数: [9.28085081e+04 0.00000000e+00 0.00000000e+00 5.94489241e-01
 1.00000000e+06 6.64138609e+04], 计算结果: 252.74741522464092
2025-09-12 15:57:01,651 - 输入参数: [4.45718021e+04 3.64132353e+03 4.90467015e+00 0.00000000e+00
 1.00000000e+06 2.79699452e+04], 计算结果: 1033.046519191024
2025-09-12 15:57:17,066 - 输入参数: [9.81174618e+04 2.73649561e+04 4.86680857e+00 1.30657312e+00
 4.58880160e+05 0.00000000e+00], 计算结果: 4399.09719685207
2025-09-12 15:57:33,099 - 输入参数: [1.00000000e+05 6.45931425e+04 0.00000000e+00 1.00000000e+02
 5.49303917e+05 0.00000000e+00], 计算结果: 3056.2141564426865
2025-09-12 15:57:46,477 - 输入参数: [ 11082.7392536       0.              0.              0.
      0.         166526.60105402], 计算结果: 3875.538866475707
2025-09-12 15:58:01,002 - 输入参数: [4.80700550e+04 1.00000000e+05 2.53931760e+01 1.31229230e+01
 1.00000000e+06 3.76230805e+04], 计算结果: 1458.2105577588143
2025-09-12 15:58:05,347 - 输入参数: [1.00000000e+05 5.40706194e+01 0.00000000e+00 3.78989320e-01
 2.19144369e+05 8.55750496e+04], 计算结果: 201.5703837633858
2025-09-12 15:58:14,866 - 输入参数: [9.42345495e+04 2.81715468e+04 0.00000000e+00 1.48230835e+00
 1.65831427e+04 1.05558867e+05], 计算结果: 825.0572902621773
2025-09-12 15:58:30,663 - 输入参数: [9.69511391e+04 4.42436448e+04 9.83086039e+00 1.40012810e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 3681.5728130542097
2025-09-12 15:58:35,030 - 输入参数: [8.83814636e+04 2.81369980e+03 1.44169923e+00 2.47354989e+01
 2.23955652e+05 7.41944503e+04], 计算结果: 350.6869847598967
2025-09-12 15:58:41,715 - 输入参数: [ 92869.3466182    2628.78640379      0.              0.
 403692.11322112 147313.16562383], 计算结果: 279.4564725924575
2025-09-12 15:58:56,892 - 输入参数: [ 52647.67350822      0.              0.              0.
      0.         253523.34747284], 计算结果: 2662.5480019663073
2025-09-12 15:59:01,723 - 输入参数: [ 95099.14264135      0.              0.              0.
  97341.56381316 102347.64953743], 计算结果: 244.82629327303937
2025-09-12 15:59:17,106 - 输入参数: [1.00000000e+05 0.00000000e+00 5.99268949e+00 8.39408224e+00
 0.00000000e+00 1.67425281e+05], 计算结果: 1882.715599437514
2025-09-12 15:59:32,549 - 输入参数: [1.00000000e+05 3.35039081e+03 0.00000000e+00 4.27107571e+00
 0.00000000e+00 9.33871872e+04], 计算结果: 1802.3769671500254
2025-09-12 15:59:45,254 - 输入参数: [100000.              0.              0.              0.
 904786.00893908      0.        ], 计算结果: 8122.467320157336
2025-09-12 15:59:52,834 - 输入参数: [100000.              0.              0.              0.
 512598.27616086 169605.82605061], 计算结果: 359.0930360424109
2025-09-12 15:59:57,923 - 输入参数: [ 33626.80484028      0.              0.              0.
 187757.84232598 124356.37699994], 计算结果: 537.6129069986132
2025-09-12 16:00:02,325 - 输入参数: [0.00000000e+00 7.61699406e+01 0.00000000e+00 0.00000000e+00
 3.21080517e+05 8.26731630e+04], 计算结果: 8431.61354054229
2025-09-12 16:00:06,448 - 输入参数: [1.00000000e+05 9.91060459e+01 0.00000000e+00 0.00000000e+00
 2.09363629e+05 6.78829395e+04], 计算结果: 258.8951272636805
2025-09-12 16:00:11,379 - 输入参数: [100000.              0.              0.              0.
 244200.26696232 103244.26993173], 计算结果: 229.26831169148028
2025-09-12 16:00:16,254 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.35359315e+00
 7.03660523e+05 9.08218331e+04], 计算结果: 249.12781199297854
2025-09-12 16:00:21,071 - 输入参数: [ 25707.63156296      0.              0.              0.
 186964.78456352 117242.94797772], 计算结果: 700.4719425955535
2025-09-12 16:00:26,198 - 输入参数: [1.00000000e+05 8.65022243e+01 0.00000000e+00 0.00000000e+00
 2.29003759e+05 1.07600434e+05], 计算结果: 237.0271923834844
2025-09-12 16:00:32,398 - 输入参数: [100000.           4285.74554878      0.              0.
 359542.85649919 142148.79443225], 计算结果: 264.447539183121
2025-09-12 16:00:39,443 - 输入参数: [1.00000000e+05 0.00000000e+00 2.39464794e-01 0.00000000e+00
 1.00000000e+06 2.34141024e+04], 计算结果: 1183.9720873675242
2025-09-12 16:00:51,817 - 输入参数: [0.00000000e+00 2.89175495e+04 1.00000000e+02 0.00000000e+00
 0.00000000e+00 1.49781706e+05], 计算结果: 4748.320116381132
2025-09-12 16:00:56,057 - 输入参数: [1.00000000e+05 5.56709739e+01 0.00000000e+00 0.00000000e+00
 2.15198047e+05 8.00724660e+04], 计算结果: 198.3741684413135
2025-09-12 16:01:00,311 - 输入参数: [1.00000000e+05 1.08351599e+02 0.00000000e+00 0.00000000e+00
 2.20652718e+05 8.05053673e+04], 计算结果: 197.58465729511505
2025-09-12 16:01:04,849 - 输入参数: [1.00000000e+05 7.24527439e+01 0.00000000e+00 0.00000000e+00
 2.28517230e+05 9.09871458e+04], 计算结果: 207.70967702318094
2025-09-12 16:01:11,515 - 输入参数: [9.76405721e+04 0.00000000e+00 4.85285414e+00 0.00000000e+00
 4.00927407e+05 1.48952556e+05], 计算结果: 318.5885713245155
2025-09-12 16:01:27,028 - 输入参数: [100000.              0.              0.              0.
      0.         101833.37489367], 计算结果: 1832.9824491858722
2025-09-12 16:01:43,211 - 输入参数: [9.37450435e+04 6.44007654e+04 1.04578045e+01 6.57796034e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 3077.624223449997
2025-09-12 16:01:58,845 - 输入参数: [1.00000000e+05 0.00000000e+00 1.19900262e+01 1.15793491e+01
 0.00000000e+00 1.91855258e+05], 计算结果: 1939.4300010048432
2025-09-12 16:02:02,947 - 输入参数: [1.00000000e+05 1.62269007e+02 0.00000000e+00 0.00000000e+00
 2.24179737e+05 6.39737755e+04], 计算结果: 285.6359840168379
2025-09-12 16:02:08,167 - 输入参数: [ 100000.               0.               0.               0.
 1000000.           98983.81304735], 计算结果: 265.77509449380346
2025-09-12 16:02:23,632 - 输入参数: [100000.              0.              0.              0.
      0.         128383.51632924], 计算结果: 1819.2871364158411
2025-09-12 16:02:28,434 - 输入参数: [5.25784878e+04 1.34062362e+02 0.00000000e+00 0.00000000e+00
 1.61022471e+05 1.11051722e+05], 计算结果: 308.137678954575
2025-09-12 16:02:32,275 - 输入参数: [ 41690.28983149      0.              0.              0.
 273257.28809191  61401.48039893], 计算结果: 292.6987368856937
2025-09-12 16:02:41,548 - 输入参数: [100000.              0.              0.              0.
  48776.66854742 213585.44688105], 计算结果: 556.8647421872909
2025-09-12 16:02:56,621 - 输入参数: [60978.85033097  1484.79525451     0.             0.
     0.         83749.19252105], 计算结果: 2318.897710144221
2025-09-12 16:03:11,654 - 输入参数: [ 36919.4841335    1129.70125733      0.              0.
      0.         194614.22101929], 计算结果: 2853.8791011378166
2025-09-12 16:03:18,271 - 输入参数: [100000.          19877.25815382      0.              0.
 495020.83328792  99614.34839932], 计算结果: 356.3454722186066
2025-09-12 16:03:30,863 - 输入参数: [8.29732143e+04 0.00000000e+00 9.70564524e+00 8.25150016e+00
 8.49092203e+05 5.92484494e+05], 计算结果: 718.5373318593332
2025-09-12 16:03:36,158 - 输入参数: [ 31778.12620437      0.              0.              0.
  43845.28632589 148666.30049469], 计算结果: 587.6544109901654
2025-09-12 16:03:44,029 - 输入参数: [0.00000000e+00 7.04412458e+03 3.95289226e-01 0.00000000e+00
 8.66437207e+05 2.96444464e+04], 计算结果: 2284.131642693914
2025-09-12 16:03:49,388 - 输入参数: [     0.             0.             0.             0.
 215037.7670277 124786.5104035], 计算结果: 10170.428103718614
2025-09-12 16:03:55,906 - 输入参数: [ 100000.               0.               0.               0.
 1000000.          130845.65359561], 计算结果: 323.1875393769308
2025-09-12 16:04:00,793 - 输入参数: [1.00000000e+05 0.00000000e+00 3.82945268e-01 8.52994152e+00
 2.66058029e+05 1.02522599e+05], 计算结果: 274.45430643148467
2025-09-12 16:04:05,039 - 输入参数: [100000.              0.              0.              0.
 247903.10169182  81310.59877491], 计算结果: 196.2205905328872
2025-09-12 16:04:09,877 - 输入参数: [0.00000000e+00 0.00000000e+00 1.95122152e+00 5.33784992e-01
 7.33651236e+05 9.21313115e+04], 计算结果: 4203.777103114349
2025-09-12 16:04:23,089 - 输入参数: [5.43303967e+04 0.00000000e+00 9.51506480e+00 1.50586697e+01
 8.48603450e+05 7.39792513e+05], 计算结果: 801.8572529180626
2025-09-12 16:04:35,889 - 输入参数: [1.00000000e+05 3.58372296e+04 3.76146930e+00 2.65592819e+01
 2.13839749e+05 3.05515041e+04], 计算结果: 1873.6718564200478
2025-09-12 16:04:51,288 - 输入参数: [8.47314230e+04 0.00000000e+00 0.00000000e+00 1.00000000e+02
 0.00000000e+00 1.54242495e+05], 计算结果: 2379.8660823587925
2025-09-12 16:04:55,534 - 输入参数: [     0.              0.              0.              0.
 128604.86251574  92299.25175671], 计算结果: 15540.151353667006
2025-09-12 16:05:03,132 - 输入参数: [     0.              0.              0.              0.
 967936.2308341   19087.95451035], 计算结果: 3926.2713654200616
2025-09-12 16:05:07,472 - 输入参数: [100000.              0.              0.              0.
 243275.34050361  82943.64891882], 计算结果: 197.45420524446502
2025-09-12 16:05:18,981 - 输入参数: [6.54747911e+04 0.00000000e+00 1.09118662e+01 2.31966207e+00
 8.02563544e+05 3.51456787e+05], 计算结果: 682.0903936799732
2025-09-12 16:05:24,635 - 输入参数: [9.81876988e+04 7.11328764e+03 0.00000000e+00 2.87191175e+00
 4.30048012e+05 1.10617240e+05], 计算结果: 234.02139444627218
2025-09-12 16:05:28,697 - 输入参数: [9.90262701e+04 0.00000000e+00 3.71241640e-01 0.00000000e+00
 2.08319676e+05 7.73428842e+04], 计算结果: 205.95346521938882
2025-09-12 16:05:44,324 - 输入参数: [100000.            238.87431542      0.              0.
      0.         196543.52442365], 计算结果: 1900.023255459236
2025-09-12 16:05:53,759 - 输入参数: [ 93892.01769191      0.              0.              0.
 168494.01452234 254116.32775758], 计算结果: 565.6924831112974
2025-09-12 16:06:00,634 - 输入参数: [100000.              0.              0.              0.
 243633.80463621 164817.68963951], 计算结果: 353.56417109617314
2025-09-12 16:06:06,835 - 输入参数: [1.00000000e+05 0.00000000e+00 3.98272395e+00 1.24949276e+00
 4.92397078e+05 1.35733318e+05], 计算结果: 294.86862985640573
2025-09-12 16:06:19,188 - 输入参数: [     0.           3653.57096707      0.              0.
      0.         195881.53822226], 计算结果: 6091.411792991152
2025-09-12 16:06:29,486 - 输入参数: [100000.              0.              0.              0.
 409193.37783511 287108.86415905], 计算结果: 557.6504558624624
2025-09-12 16:06:34,259 - 输入参数: [9.66401098e+04 5.57882149e+01 0.00000000e+00 0.00000000e+00
 1.00000000e+06 4.73677498e+04], 计算结果: 390.02339047275166
2025-09-12 16:06:42,205 - 输入参数: [100000.              0.              0.              0.
 246085.75833179 197474.24094549], 计算结果: 419.3249973750426
2025-09-12 16:06:46,497 - 输入参数: [ 80240.50816013      0.              0.              0.
 268409.01095349  82684.66461253], 计算结果: 203.79684855965064
2025-09-12 16:06:50,203 - 输入参数: [23124.19019207     0.             0.             0.
 64891.12616976 65635.70423621], 计算结果: 534.0708810926578
2025-09-12 16:06:54,700 - 输入参数: [100000.              0.              0.              0.
 244240.79794568  89003.12705647], 计算结果: 204.77238034883013
2025-09-12 16:07:01,116 - 输入参数: [0.00000000e+00 0.00000000e+00 7.63646688e-01 4.49067546e+00
 6.90565103e+05 2.29907856e+04], 计算结果: 4833.066124981584
2025-09-12 16:07:08,757 - 输入参数: [100000.              0.              0.              0.
 215350.23606342  20348.44749142], 计算结果: 1843.2319855777312
2025-09-12 16:07:19,845 - 输入参数: [33087.12950652     0.             0.             0.
 88522.84063502     0.        ], 计算结果: 7562.502818579174
2025-09-12 16:07:24,712 - 输入参数: [100000.              0.              0.              0.
 226306.54077477  43960.25810944], 计算结果: 554.4776285403664
2025-09-12 16:07:29,285 - 输入参数: [100000.              0.              0.              0.
 255239.25546991  51602.30204469], 计算结果: 405.4163950332994
2025-09-12 16:07:41,306 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 2.57471047e+01
 0.00000000e+00 1.54246035e+05], 计算结果: 13878.473112364
2025-09-12 16:07:53,542 - 输入参数: [0.00000000e+00 1.74986922e+01 0.00000000e+00 1.92763847e+01
 0.00000000e+00 1.71108300e+05], 计算结果: 14239.31662797036
2025-09-12 16:07:57,735 - 输入参数: [1.00000000e+05 4.34719436e+01 0.00000000e+00 0.00000000e+00
 2.32506589e+05 8.07683340e+04], 计算结果: 196.78762583755983
2025-09-12 16:08:01,975 - 输入参数: [1.00000000e+05 1.02793741e+00 0.00000000e+00 0.00000000e+00
 2.16386816e+05 8.45485784e+04], 计算结果: 200.19884140840952
2025-09-12 16:08:11,752 - 输入参数: [9.92574979e+04 2.45946689e+01 5.74808983e+00 7.91381753e+01
 7.28765841e+05 2.27597558e+05], 计算结果: 589.2549599694097
2025-09-12 16:08:25,168 - 输入参数: [5.02349169e+04 0.00000000e+00 0.00000000e+00 1.30744867e+01
 5.35375586e+03 2.35613414e+05], 计算结果: 1029.7538264029397
2025-09-12 16:08:40,705 - 输入参数: [9.72910767e+04 0.00000000e+00 7.58540115e+00 2.02179867e+01
 0.00000000e+00 1.62558534e+05], 计算结果: 1937.1871713021658
2025-09-12 16:08:41,917 - 输入参数: [ 0.          0.         14.96653555  0.          0.          0.        ], 计算结果: 198531.05307016743
2025-09-12 16:08:46,102 - 输入参数: [1.00000000e+05 6.23237008e+01 0.00000000e+00 0.00000000e+00
 2.24613438e+05 5.98317395e+04], 计算结果: 320.96739289255106
2025-09-12 16:08:55,795 - 输入参数: [ 100000.               0.               0.               0.
 1000000.          213276.12534933], 计算结果: 451.97581514528787
2025-09-12 16:09:01,608 - 输入参数: [100000.              0.              0.              0.
 121123.41392315 126818.83598582], 计算结果: 293.52393865984516
2025-09-12 16:09:05,804 - 输入参数: [ 97689.48959948      0.              0.              0.
 239264.19566368  79472.51955964], 计算结果: 196.8122400208934
2025-09-12 16:09:10,006 - 输入参数: [ 28458.38449654      0.              0.              0.
 248014.64215095  79576.9782473 ], 计算结果: 524.1068602350982
2025-09-12 16:09:20,401 - 输入参数: [100000.              0.              0.              0.
 170458.29143345   4683.24089926], 计算结果: 6231.161246031286
2025-09-12 16:09:35,859 - 输入参数: [100000.            312.61014652      0.              0.
      0.          80879.12357424], 计算结果: 1775.6216858745074
2025-09-12 16:09:43,998 - 输入参数: [100000.              0.              0.              0.
  95437.69500684 194117.70190053], 计算结果: 466.7715268388656
2025-09-12 16:09:59,634 - 输入参数: [ 71819.33214061      0.              0.              0.
      0.         306218.07385967], 计算结果: 2376.2811397961295
2025-09-12 16:10:07,856 - 输入参数: [ 82641.00660591      0.              0.              0.
 380876.86107542 207322.54797083], 计算结果: 456.4447313772044
2025-09-12 16:10:15,760 - 输入参数: [2.09268529e+03 0.00000000e+00 1.12412939e+00 1.35544737e+00
 7.41467555e+05 1.56104544e+04], 计算结果: 4149.421769901959
2025-09-12 16:10:30,880 - 输入参数: [ 80002.54057954  10667.62821591      0.              0.
 942204.63840569      0.        ], 计算结果: 6142.479742787938
2025-09-12 16:10:36,265 - 输入参数: [ 87511.15230184      0.              0.              0.
 194058.06961535 120466.5701601 ], 计算结果: 270.3411750467553
2025-09-12 16:10:41,561 - 输入参数: [5.84142732e+04 0.00000000e+00 2.92473016e+00 1.44942470e-02
 7.95944415e+05 1.00307479e+05], 计算结果: 390.8122495739379
2025-09-12 16:10:46,457 - 输入参数: [1.00000000e+05 0.00000000e+00 2.70361503e-01 2.12786594e-01
 2.59252027e+05 1.02514459e+05], 计算结果: 227.46767719940465
2025-09-12 16:10:50,691 - 输入参数: [100000.              0.              0.              0.
 247813.57348483  82023.23929562], 计算结果: 196.61009181617783
2025-09-12 16:11:05,581 - 输入参数: [6.63209934e+04 0.00000000e+00 0.00000000e+00 5.40214664e-01
 0.00000000e+00 6.54973020e+04], 计算结果: 2353.9314631557218
2025-09-12 16:11:19,958 - 输入参数: [1.00000000e+05 0.00000000e+00 5.72615938e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00], 计算结果: 14275.27479685926
2025-09-12 16:11:28,412 - 输入参数: [1.00000000e+05 1.97051003e+04 0.00000000e+00 2.16508856e+01
 2.51441689e+05 5.18608644e+04], 计算结果: 844.3536791312661
2025-09-12 16:11:43,323 - 输入参数: [7.51042300e+04 2.49707215e+01 0.00000000e+00 4.50405190e+01
 0.00000000e+00 2.55004709e+04], 计算结果: 3755.512388292482
2025-09-12 16:11:49,452 - 输入参数: [  48944.89849905       0.               0.               0.
 1000000.          124053.37802031], 计算结果: 571.7467577155013
2025-09-12 16:12:01,544 - 输入参数: [0.00000000e+00 4.61087375e+01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.58108346e+05], 计算结果: 19870.90031151285
2025-09-12 16:12:05,822 - 输入参数: [100000.              0.              0.              0.
 246360.42568397  79816.26704726], 计算结果: 196.01615467520898
2025-09-12 16:12:17,953 - 输入参数: [8.06171726e+04 0.00000000e+00 1.10197614e+01 6.01972803e+00
 4.51640042e+05 0.00000000e+00], 计算结果: 6596.336998974064
2025-09-12 16:12:22,638 - 输入参数: [ 83591.89728234      0.              0.              0.
 242315.18272402  47532.87557041], 计算结果: 463.44758819453943
2025-09-12 16:12:27,017 - 输入参数: [1.00000000e+05 0.00000000e+00 3.84386128e-01 0.00000000e+00
 2.00357126e+05 8.78491373e+04], 计算结果: 205.25736367562837
2025-09-12 16:12:31,219 - 输入参数: [100000.              0.              0.              0.
 113696.40420976  71822.60815675], 计算结果: 250.12819337637868
2025-09-12 16:12:43,239 - 输入参数: [100000.              0.              0.              0.
 210776.01320358      0.        ], 计算结果: 8614.99535413389
2025-09-12 16:12:55,187 - 输入参数: [ 83841.3653238       0.              0.              0.
 163216.38917413      0.        ], 计算结果: 9277.136836056767
2025-09-12 16:13:07,308 - 输入参数: [100000.             0.             0.             0.
 465726.1549476      0.       ], 计算结果: 7345.260801603271
2025-09-12 16:13:18,936 - 输入参数: [  90879.04012091    1616.78921793       0.               0.
 1000000.          326420.148645  ], 计算结果: 524.9484408854804
2025-09-12 16:13:30,952 - 输入参数: [100000.              0.              0.              0.
 241524.89264359      0.        ], 计算结果: 8145.714787310506
2025-09-12 16:13:37,087 - 输入参数: [1.00000000e+05 3.82924669e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+06 1.20742612e+05], 计算结果: 304.1105438086741
2025-09-12 16:13:49,568 - 输入参数: [1.00000000e+05 0.00000000e+00 1.04203218e+00 4.62602274e+00
 7.53120862e+05 0.00000000e+00], 计算结果: 7895.684160461137
2025-09-12 16:13:53,552 - 输入参数: [     0.              0.              0.              0.
 408088.71692533  63276.23667827], 计算结果: 7353.273164544793
2025-09-12 16:13:59,474 - 输入参数: [ 89323.41608093      0.              0.              0.
 210354.83751536 137168.79722998], 计算结果: 304.7001893547572
2025-09-12 16:14:03,850 - 输入参数: [100000.              0.              0.              0.
 246765.02589174  85656.0637782 ], 计算结果: 200.19971848683903
2025-09-12 16:14:13,742 - 输入参数: [3.99451251e+04 0.00000000e+00 7.38894415e-01 0.00000000e+00
 1.00000000e+06 2.30945642e+05], 计算结果: 879.800454903592
2025-09-12 16:14:25,575 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 5.86598715e+00
 1.17914505e+05 0.00000000e+00], 计算结果: 10702.95943021098
2025-09-12 16:14:37,657 - 输入参数: [100000.              0.              0.              0.
 382707.26929274      0.        ], 计算结果: 7343.9023160547085
2025-09-12 16:14:41,514 - 输入参数: [4.86690994e+04 0.00000000e+00 0.00000000e+00 1.50134415e+01
 1.20494656e+05 6.39461049e+04], 计算结果: 494.8462147981355
2025-09-12 16:14:53,681 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 7.22434054e+00
 2.56694267e+05 0.00000000e+00], 计算结果: 8081.918280952044
2025-09-12 16:14:59,647 - 输入参数: [ 52274.62949797      0.              0.              0.
 203547.83320962 155000.41343889], 计算结果: 440.98405166077333
2025-09-12 16:15:11,754 - 输入参数: [ 38961.92263607      0.              0.              0.
 195109.57629078      0.        ], 计算结果: 5498.715132653041
2025-09-12 16:15:16,013 - 输入参数: [100000.              0.              0.              0.
 222618.38638237  80835.77675418], 计算结果: 197.44055414818362
2025-09-12 16:15:20,110 - 输入参数: [1.00000000e+05 2.95589896e-01 0.00000000e+00 0.00000000e+00
 2.86551544e+05 7.70974763e+04], 计算结果: 196.36986045085783
2025-09-12 16:15:24,438 - 输入参数: [1.00000000e+05 2.37269556e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+06 5.80634128e+04], 计算结果: 286.21553551494253
2025-09-12 16:15:30,221 - 输入参数: [ 63764.00509672      0.              0.              0.
  50182.90615318 127803.84495844], 计算结果: 342.63064384980794
2025-09-12 16:15:34,640 - 输入参数: [0.00000000e+00 0.00000000e+00 3.60416087e+00 1.07210502e+01
 3.03954253e+05 8.53838923e+04], 计算结果: 7978.750148134286
2025-09-12 16:15:50,240 - 输入参数: [1.00000000e+05 0.00000000e+00 4.39121036e+00 0.00000000e+00
 0.00000000e+00 3.11746951e+04], 计算结果: 2759.37530279942
2025-09-12 16:15:54,209 - 输入参数: [100000.              0.              0.              0.
 270029.35558016  67947.27220905], 计算结果: 245.05381793353408
2025-09-12 16:16:07,288 - 输入参数: [1.00000000e+05 3.92513088e+01 0.00000000e+00 2.96741513e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 8733.077052156896
2025-09-12 16:16:11,747 - 输入参数: [100000.              0.              0.              0.
 210175.79916147  55483.30527318], 计算结果: 372.1950659851458
2025-09-12 16:16:15,814 - 输入参数: [100000.              0.              0.              0.
 248492.04542554  79247.61201966], 计算结果: 196.20254144024608
2025-09-12 16:16:19,956 - 输入参数: [100000.              0.              0.              0.
 245028.77306146  79864.14018305], 计算结果: 196.09248695623378
2025-09-12 16:16:29,427 - 输入参数: [100000.              0.              0.              0.
 318114.90613739 252610.98197948], 计算结果: 517.9961888134613
2025-09-12 16:16:33,569 - 输入参数: [100000.              0.              0.              0.
 317025.08960478  79457.26488938], 计算结果: 193.53157129582996
2025-09-12 16:16:45,517 - 输入参数: [100000.              0.              0.              0.
 292274.88461427      0.        ], 计算结果: 7677.288733264522
2025-09-12 16:16:56,835 - 输入参数: [ 90755.33302315      0.              0.              0.
 113582.11153441 360615.7035486 ], 计算结果: 801.1347112987418
2025-09-12 16:17:05,965 - 输入参数: [7223.31015313    0.            0.            0.            0.
    0.        ], 计算结果: 35492.36730258924
2025-09-12 16:17:18,774 - 输入参数: [0.00000000e+00 0.00000000e+00 1.17642423e+00 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 8608.765734570368
2025-09-12 16:17:33,288 - 输入参数: [69373.54571474     0.             0.             0.
     0.             0.        ], 计算结果: 17051.760405853776
2025-09-12 16:17:38,021 - 输入参数: [ 82534.98793387      0.              0.              0.
 299326.43100057  94809.33577691], 计算结果: 222.97352567840215
2025-09-12 16:17:44,144 - 输入参数: [0.00000000e+00 0.00000000e+00 4.59754592e+00 1.68361743e-02
 1.00000000e+06 1.20722639e+05], 计算结果: 3166.051180230043
2025-09-12 16:17:48,220 - 输入参数: [100000.              0.              0.              0.
 238559.45516242  74233.38112306], 计算结果: 215.17023599868818
2025-09-12 16:17:52,265 - 输入参数: [100000.              0.              0.              0.
 243943.33213537  76693.54748534], 计算结果: 203.33666199044563
2025-09-12 16:17:56,724 - 输入参数: [ 83407.11508935      0.              0.              0.
 243707.84944399  90876.09060436], 计算结果: 212.87151193157072
2025-09-12 16:18:09,227 - 输入参数: [9.93158670e+04 0.00000000e+00 0.00000000e+00 7.59460906e+00
 8.35820541e+05 0.00000000e+00], 计算结果: 8085.131700603623
2025-09-12 16:18:21,133 - 输入参数: [ 67500.26312929      0.              0.              0.
 174574.37425502      0.        ], 计算结果: 8312.100247721908
2025-09-12 16:18:36,158 - 输入参数: [7.58555621e+04 3.23914225e+01 0.00000000e+00 1.00000000e+02
 0.00000000e+00 1.01462198e+05], 计算结果: 2470.745617273619
2025-09-12 16:18:50,952 - 输入参数: [64274.57517338     0.             0.             0.
     0.             0.        ], 计算结果: 17744.650784093443
2025-09-12 16:18:59,837 - 输入参数: [     0.              0.              0.              0.
 430545.60454909 241767.42466198], 计算结果: 5233.919022856536
2025-09-12 16:19:06,274 - 输入参数: [1.00000000e+05 4.89628243e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+06 1.23551693e+05], 计算结果: 309.59184803274303
2025-09-12 16:19:13,475 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.61209113e+00
 3.12797519e+05 1.69487879e+05], 计算结果: 352.8397416171847
2025-09-12 16:19:19,535 - 输入参数: [ 92573.26592701      0.              0.              0.
 244026.90509277 141036.90325257], 计算结果: 308.04782143732854
2025-09-12 16:19:24,422 - 输入参数: [100000.              0.              0.              0.
 263348.47648641 100251.01695687], 计算结果: 223.33431211093273
2025-09-12 16:19:40,186 - 输入参数: [100000.              0.              0.              0.
      0.         277601.88226627], 计算结果: 2044.0624350418618
2025-09-12 16:19:52,124 - 输入参数: [ 96974.13654951      0.              0.              0.
 213573.98016689      0.        ], 计算结果: 8506.454638975449
2025-09-12 16:19:55,867 - 输入参数: [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.14805556e+01
 2.52288047e+05 5.62142429e+04], 计算结果: 9916.042817488998
2025-09-12 16:19:59,921 - 输入参数: [100000.              0.              0.              0.
 255401.52218613  72022.91889474], 计算结果: 223.9339146114761
2025-09-12 16:20:11,899 - 输入参数: [ 26736.13165872   1802.86440486      0.              0.
 622285.3325389  469014.66248082], 计算结果: 1038.6254819109145
2025-09-12 16:20:24,583 - 输入参数: [0.00000000e+00 0.00000000e+00 4.44571615e+00 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 8590.318781842012
2025-09-12 16:20:40,228 - 输入参数: [100000.              0.              0.              0.
      0.         185499.22939069], 计算结果: 1880.9091648297742
2025-09-12 16:20:46,062 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.40555414e+00
 3.90845484e+05 1.26865017e+05], 计算结果: 286.19816311231403
2025-09-12 16:20:51,471 - 输入参数: [100000.              0.              0.              0.
 294005.74169358  37189.0469277 ], 计算结果: 683.2790335502425
2025-09-12 16:21:03,651 - 输入参数: [100000.              0.              0.              0.
 276859.45719447      0.        ], 计算结果: 7789.40413320605
2025-09-12 16:21:08,339 - 输入参数: [100000.              0.              0.              0.
 246476.39533967  93196.03266316], 计算结果: 211.319906964065
2025-09-12 16:21:22,708 - 输入参数: [100000.      0.      0.      0.      0.      0.], 计算结果: 14268.165013651855
2025-09-12 16:21:27,509 - 输入参数: [100000.              0.              0.              0.
 164569.35737589  49223.65298543], 计算结果: 483.97339243869436
2025-09-12 16:21:33,364 - 输入参数: [100000.              0.              0.              0.
 165100.21770336  33303.36798541], 计算结果: 961.6211508846372
2025-09-12 16:21:41,857 - 输入参数: [4.27379095e+04 0.00000000e+00 0.00000000e+00 9.08069034e+00
 3.47181667e+05 2.41061916e+05], 计算结果: 657.5376336242239
2025-09-12 16:21:48,633 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 7.28593190e+00
 2.40272073e+05 2.54830522e+04], 计算结果: 1324.8083250518007
